Credits_Passed_Exam;Credits_Passed_Special;Credits_Internship_Enrolled;Sem1_Enrolled;Sem2_Enrolled;Sem1_Passed;Sem2_Passed;GPA;target_numeric;target
0.0;0.0;0.0;27.0;33.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.85;2.0;Graduate
0.0;0.0;0.0;28.5;15.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.742857142857143;2.0;Graduate
29.0;0.0;0.0;32.0;17.0;20.0;9.0;7.366666666666667;2.0;Graduate
73.5;0.0;13.5;27.0;33.0;27.0;33.0;7.184615384615385;0.0;Dropout
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.2;0.0;Dropout
0.0;0.0;0.0;28.5;31.5;0.0;0.0;0.0;2.0;Graduate
34.5;0.0;0.0;4.5;7.0;4.5;0.0;3.483333333333333;2.0;Graduate
54.0;0.0;9.0;40.5;19.5;34.5;19.5;5.958333333333333;2.0;Graduate
60.0;0.0;0.0;18.0;24.0;18.0;24.0;6.699999999999999;1.0;Enrolled
0.0;0.0;0.0;25.5;39.0;0.0;0.0;0.0;2.0;Graduate
63.0;0.0;0.0;34.5;28.5;34.5;28.5;6.054545454545454;1.0;Enrolled
0.0;0.0;0.0;18.0;24.0;0.0;0.0;0.0;2.0;Graduate
24.0;0.0;0.0;12.0;12.0;12.0;12.0;6.12;2.0;Graduate
55.5;0.0;0.0;31.5;34.5;31.5;24.0;5.75;2.0;Graduate
31.5;0.0;0.0;30.0;22.5;16.5;15.0;4.39;1.0;Enrolled
18.0;0.0;0.0;9.0;9.0;9.0;9.0;7.125;0.0;Dropout
0.0;0.0;0.0;9.0;6.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
6.0;0.0;0.0;24.0;18.0;6.0;0.0;2.7875;0.0;Dropout
60.0;0.0;0.0;22.5;19.5;22.5;19.5;6.74;2.0;Graduate
54.0;0.0;0.0;30.0;30.0;24.0;30.0;5.711111111111111;2.0;Graduate
60.0;0.0;0.0;18.0;24.0;18.0;24.0;7.8999999999999995;1.0;Enrolled
60.0;0.0;0.0;9.0;12.0;9.0;12.0;7.35;1.0;Enrolled
44.0;0.0;0.0;9.0;12.0;9.0;5.0;5.7;1.0;Enrolled
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.4;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.621428571428571;2.0;Graduate
48.75;0.0;0.0;35.25;25.5;35.25;13.5;7.025;2.0;Graduate
30.0;0.0;0.0;10.0;20.0;10.0;20.0;8.1375;0.0;Dropout
28.5;34.5;0.0;6.0;22.5;6.0;22.5;5.7700000000000005;2.0;Graduate
60.0;0.0;0.0;18.0;24.0;18.0;24.0;5.7444444444444445;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;1.2000000000000002;0.0;Dropout
0.0;0.0;0.0;15.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.12;2.0;Graduate
0.0;0.0;0.0;18.0;24.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;6.885714285714286;2.0;Graduate
64.5;0.0;4.5;28.5;31.5;28.5;31.5;9.2;2.0;Graduate
60.0;0.0;0.0;30.0;33.0;30.0;30.0;7.752941176470589;2.0;Graduate
40.5;0.0;0.0;6.0;10.5;0.0;10.5;5.859999999999999;1.0;Enrolled
55.5;0.0;0.0;27.0;28.5;27.0;28.5;8.129999999999999;2.0;Graduate
60.0;0.0;0.0;24.0;36.0;24.0;36.0;7.238461538461538;2.0;Graduate
31.5;0.0;0.0;27.0;24.0;22.5;9.0;4.9399999999999995;2.0;Graduate
61.0;0.0;0.0;28.5;31.5;28.5;31.5;7.514285714285714;2.0;Graduate
60.0;0.0;0.0;18.0;18.0;18.0;18.0;6.128571428571428;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.544444444444444;2.0;Graduate
39.0;0.0;0.0;30.0;30.0;21.0;18.0;4.711111111111111;2.0;Graduate
45.0;0.0;0.0;30.0;30.0;21.0;24.0;5.466666666666667;2.0;Graduate
30.0;0.0;0.0;30.0;30.0;12.0;18.0;4.777777777777778;2.0;Graduate
0.0;0.0;0.0;9.0;12.0;0.0;0.0;5.300000000000001;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.115384615384615;2.0;Graduate
56.5;0.0;0.0;16.5;22.5;16.5;18.0;5.675;2.0;Graduate
46.5;0.0;0.0;28.5;31.5;28.5;18.0;6.7700000000000005;2.0;Graduate
12.0;0.0;0.0;30.0;30.0;12.0;0.0;2.3299999999999996;1.0;Enrolled
10.5;66.0;0.0;34.5;19.5;10.5;0.0;5.066666666666666;1.0;Enrolled
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.659999999999999;2.0;Graduate
48.0;37.5;0.0;27.0;27.0;27.0;21.0;5.625;1.0;Enrolled
60.0;0.0;0.0;18.0;24.0;18.0;24.0;6.944444444444445;2.0;Graduate
52.5;0.0;0.0;36.0;16.5;36.0;16.5;7.2375;2.0;Graduate
0.0;0.0;0.0;25.0;5.0;0.0;0.0;0.0;2.0;Graduate
64.5;0.0;0.0;30.0;31.5;30.0;22.5;7.5;2.0;Graduate
60.0;0.0;0.0;9.0;12.0;9.0;12.0;6.625;2.0;Graduate
60.67;0.0;0.0;18.0;24.0;18.0;24.0;8.844444444444443;1.0;Enrolled
30.0;0.0;0.0;30.0;30.0;30.0;0.0;8.12;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.6000000000000001;0.0;Dropout
52.5;123.0;0.0;25.5;31.5;25.5;27.0;5.874193548387097;2.0;Graduate
0.0;0.0;0.0;25.5;24.0;0.0;0.0;1.45;2.0;Graduate
33.0;0.0;0.0;27.0;36.0;10.5;22.5;3.908333333333333;1.0;Enrolled
20.0;0.0;0.0;20.0;25.0;10.0;10.0;4.5600000000000005;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.6;1.0;Enrolled
60.0;0.0;0.0;18.0;15.0;18.0;15.0;6.825;1.0;Enrolled
45.0;0.0;0.0;31.5;25.5;31.5;13.5;5.485714285714286;2.0;Graduate
60.0;0.0;0.0;18.0;18.0;18.0;18.0;7.142857142857143;2.0;Graduate
15.0;0.0;0.0;30.0;30.0;15.0;0.0;1.2999999999999998;0.0;Dropout
27.0;0.0;0.0;9.0;18.0;9.0;18.0;5.225;1.0;Enrolled
60.67;0.0;0.0;12.0;36.0;12.0;30.0;7.111111111111111;2.0;Graduate
0.0;0.0;0.0;12.0;6.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;9.0;6.0;0.0;0.0;0.0;2.0;Graduate
39.0;0.0;0.0;12.0;15.0;7.5;4.5;4.9625;1.0;Enrolled
60.0;0.0;0.0;18.0;24.0;18.0;24.0;7.022222222222222;2.0;Graduate
45.0;0.0;0.0;31.5;28.5;21.0;24.0;4.754545454545454;2.0;Graduate
30.0;0.0;0.0;9.0;6.0;9.0;6.0;8.6;1.0;Enrolled
36.0;0.0;0.0;6.0;12.0;6.0;12.0;5.66;1.0;Enrolled
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.26;2.0;Graduate
60.0;0.0;0.0;18.0;15.0;18.0;15.0;5.775;2.0;Graduate
60.0;0.0;0.0;21.0;24.0;21.0;24.0;8.6;2.0;Graduate
15.0;0.0;0.0;9.0;6.0;9.0;6.0;3.54;0.0;Dropout
50.0;0.0;0.0;25.0;15.0;25.0;15.0;7.7299999999999995;2.0;Graduate
0.0;0.0;0.0;10.5;13.5;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;22.5;19.5;0.0;0.0;0.0;2.0;Graduate
51.0;49.5;0.0;21.0;21.0;21.0;21.0;6.194117647058824;2.0;Graduate
18.0;0.0;0.0;31.5;31.5;13.5;4.5;3.191666666666667;2.0;Graduate
60.0;0.0;0.0;9.0;12.0;9.0;12.0;6.2749999999999995;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.55;1.0;Enrolled
39.0;0.0;0.0;9.0;12.0;9.0;12.0;4.7625;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.4799999999999995;2.0;Graduate
33.0;0.0;0.0;7.5;25.5;7.5;25.5;6.04;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.427777777777777;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.081818181818182;1.0;Enrolled
60.0;0.0;0.0;31.0;29.0;31.0;29.0;7.363636363636363;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.38;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;6.761538461538462;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.142857142857142;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.185714285714285;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;5.97;2.0;Graduate
21.0;0.0;0.0;9.0;12.0;9.0;0.0;4.25;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.3;2.0;Graduate
60.0;0.0;0.0;18.0;15.0;18.0;15.0;7.9375;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;45.0;33.0;27.0;33.0;7.8076923076923075;2.0;Graduate
52.5;0.0;0.0;31.5;21.0;31.5;21.0;6.188888888888888;2.0;Graduate
30.0;0.0;0.0;30.0;30.0;30.0;0.0;6.2;2.0;Graduate
60.0;0.0;0.0;18.0;24.0;18.0;24.0;6.933333333333334;0.0;Dropout
55.5;157.5;0.0;16.5;39.0;16.5;39.0;6.115;2.0;Graduate
60.0;0.0;0.0;31.5;28.5;31.5;28.5;7.770588235294118;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.055555555555555;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.684615384615386;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;8.12;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.957142857142857;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.044444444444444;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;5.85;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;0.0;Dropout
39.0;168.0;0.0;45.0;4.5;34.5;4.5;6.15;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.0;2.0;Graduate
60.0;0.0;0.0;34.5;30.0;30.0;30.0;7.5;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;6.21;2.0;Graduate
34.0;0.0;0.0;9.0;12.0;9.0;7.0;4.6875;1.0;Enrolled
0.0;0.0;0.0;15.0;27.0;0.0;0.0;0.0;2.0;Graduate
42.0;0.0;0.0;18.0;24.0;6.0;18.0;5.666666666666667;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;5.942857142857143;2.0;Graduate
21.0;0.0;0.0;30.0;30.0;21.0;0.0;2.5777777777777775;0.0;Dropout
24.0;21.0;0.0;12.0;12.0;12.0;12.0;6.025;2.0;Graduate
26.0;0.0;0.0;4.5;5.0;0.0;5.0;4.1;0.0;Dropout
60.0;0.0;0.0;22.5;19.5;22.5;19.5;6.0;2.0;Graduate
42.0;0.0;0.0;16.5;22.5;10.5;22.5;5.65;0.0;Dropout
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;1.0;Enrolled
0.0;0.0;0.0;20.0;20.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
39.0;0.0;0.0;15.0;24.0;15.0;24.0;6.416666666666667;2.0;Graduate
60.0;0.0;0.0;18.0;24.0;18.0;24.0;6.211111111111111;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.3;2.0;Graduate
60.0;0.0;0.0;18.0;30.0;18.0;24.0;7.033333333333333;2.0;Graduate
0.0;0.0;0.0;33.0;27.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;5.8;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.508333333333333;2.0;Graduate
18.0;0.0;0.0;21.0;30.0;9.0;0.0;3.209090909090909;1.0;Enrolled
0.0;0.0;0.0;15.0;16.5;0.0;0.0;0.0;2.0;Graduate
9.0;0.0;0.0;9.0;6.0;9.0;0.0;1.42;0.0;Dropout
31.0;0.0;0.0;24.0;18.0;18.0;12.0;4.577777777777778;2.0;Graduate
14.0;0.0;0.0;9.0;12.0;9.0;5.0;3.375;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.859999999999999;2.0;Graduate
51.0;0.0;0.0;18.0;24.0;18.0;24.0;5.822222222222222;1.0;Enrolled
14.0;0.0;0.0;9.0;12.0;9.0;5.0;3.4125;0.0;Dropout
0.0;0.0;0.0;54.0;66.0;0.0;0.0;0.0;2.0;Graduate
28.5;10.5;0.0;28.5;36.0;16.5;12.0;4.453846153846154;1.0;Enrolled
60.0;0.0;0.0;18.0;24.0;18.0;24.0;7.699999999999999;1.0;Enrolled
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
12.0;0.0;0.0;12.0;12.0;12.0;0.0;4.033333333333333;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.614285714285714;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.584615384615384;2.0;Graduate
61.5;0.0;0.0;36.0;30.0;36.0;25.5;6.300000000000001;2.0;Graduate
60.0;0.0;0.0;36.0;28.5;36.0;24.0;8.706666666666667;1.0;Enrolled
60.0;0.0;0.0;28.5;31.5;28.5;31.5;8.015384615384615;2.0;Graduate
30.0;0.0;0.0;18.0;24.0;12.0;18.0;4.933333333333334;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.39;2.0;Graduate
36.0;0.0;0.0;18.0;24.0;18.0;18.0;4.911111111111111;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.4799999999999995;2.0;Graduate
0.0;0.0;0.0;4.5;10.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.5200000000000005;1.0;Enrolled
36.0;0.0;0.0;6.0;12.0;6.0;12.0;6.16;1.0;Enrolled
0.0;0.0;0.0;19.5;15.0;0.0;0.0;2.1;1.0;Enrolled
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.742857142857143;2.0;Graduate
60.0;0.0;0.0;29.0;31.0;29.0;31.0;8.608333333333333;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;7.859999999999999;1.0;Enrolled
0.0;0.0;0.0;30.0;11.0;0.0;0.0;0.0;1.0;Enrolled
0.0;0.0;0.0;9.0;6.0;0.0;0.0;2.42;2.0;Graduate
60.0;0.0;12.0;36.0;12.0;36.0;12.0;7.385714285714286;2.0;Graduate
12.0;0.0;0.0;16.5;27.0;6.0;6.0;4.5;1.0;Enrolled
60.0;0.0;0.0;18.0;24.0;18.0;24.0;6.811111111111111;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.550000000000001;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.58;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.4818181818181815;2.0;Graduate
48.0;12.0;0.0;18.0;30.0;18.0;30.0;7.8;2.0;Graduate
6.0;42.0;0.0;12.0;16.5;0.0;6.0;4.0;0.0;Dropout
0.0;0.0;0.0;28.5;31.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;6.840000000000001;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.7666666666666675;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.299999999999999;2.0;Graduate
50.0;0.0;0.0;20.0;20.0;20.0;20.0;8.3;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.4;1.0;Enrolled
60.0;0.0;0.0;18.0;12.0;18.0;12.0;7.542857142857143;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.285714285714286;2.0;Graduate
45.0;141.0;0.0;13.5;31.5;13.5;31.5;6.287878787878788;2.0;Graduate
39.0;0.0;0.0;15.0;24.0;15.0;24.0;5.183333333333333;1.0;Enrolled
6.0;0.0;0.0;30.0;30.0;6.0;0.0;2.118181818181818;0.0;Dropout
50.0;0.0;0.0;25.0;15.0;25.0;15.0;7.08;0.0;Dropout
0.0;0.0;0.0;6.0;9.0;0.0;0.0;1.72;2.0;Graduate
60.0;0.0;8.0;30.0;10.0;30.0;10.0;8.68888888888889;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.05;2.0;Graduate
9.0;0.0;0.0;9.0;6.0;9.0;0.0;2.5;0.0;Dropout
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
48.0;0.0;0.0;30.0;18.0;30.0;18.0;8.1;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.279999999999999;0.0;Dropout
43.5;6.0;0.0;12.0;18.0;6.0;10.5;5.822222222222222;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;6.1;2.0;Graduate
55.5;0.0;0.0;30.0;30.0;30.0;25.5;7.0200000000000005;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.314285714285715;2.0;Graduate
52.5;0.0;0.0;36.0;25.5;36.0;16.5;5.9;1.0;Enrolled
37.5;0.0;0.0;21.0;21.0;13.5;15.0;4.7625;2.0;Graduate
60.0;0.0;0.0;9.0;12.0;9.0;12.0;5.5125;1.0;Enrolled
0.0;0.0;0.0;28.0;20.0;0.0;0.0;0.0;2.0;Graduate
39.0;0.0;0.0;30.0;30.0;21.0;18.0;5.6;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.128571428571428;2.0;Graduate
0.0;0.0;0.0;19.5;22.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.614285714285714;2.0;Graduate
0.0;0.0;0.0;31.5;28.5;0.0;0.0;0.0;2.0;Graduate
69.0;0.0;0.0;39.0;30.0;39.0;30.0;6.7;2.0;Graduate
60.0;0.0;0.0;35.0;30.0;30.0;30.0;8.064285714285715;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.6;2.0;Graduate
61.5;0.0;0.0;31.5;30.0;31.5;30.0;8.177777777777777;2.0;Graduate
43.5;16.5;0.0;22.5;19.5;6.0;19.5;4.746153846153846;1.0;Enrolled
42.0;0.0;0.0;12.0;30.0;12.0;30.0;6.3;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.5;0.0;Dropout
30.0;0.0;0.0;18.0;18.0;18.0;12.0;4.6000000000000005;1.0;Enrolled
0.0;0.0;0.0;18.0;24.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;22.5;19.5;0.0;0.0;0.0;2.0;Graduate
61.0;0.0;0.0;30.0;30.0;30.0;30.0;7.88;1.0;Enrolled
49.5;0.0;0.0;19.5;30.0;19.5;30.0;5.6;2.0;Graduate
69.0;0.0;9.0;30.0;30.0;30.0;30.0;7.708333333333333;2.0;Graduate
51.0;30.0;0.0;22.5;19.5;13.5;19.5;6.26;1.0;Enrolled
46.5;0.0;0.0;25.5;21.0;25.5;21.0;7.699999999999999;2.0;Graduate
36.0;9.0;0.0;6.0;30.0;6.0;30.0;6.990909090909091;2.0;Graduate
0.0;0.0;0.0;28.5;31.5;0.0;0.0;0.0;2.0;Graduate
55.5;0.0;0.0;30.0;30.0;30.0;25.5;6.2125;2.0;Graduate
0.0;0.0;0.0;6.0;7.5;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;40.0;52.5;30.0;30.0;8.121428571428572;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.808333333333332;2.0;Graduate
60.0;0.0;0.0;22.5;19.5;22.5;19.5;6.15;2.0;Graduate
48.0;34.5;0.0;12.0;18.0;12.0;18.0;6.8999999999999995;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.2;0.0;Dropout
60.0;0.0;12.0;36.0;25.5;36.0;12.0;7.971428571428571;2.0;Graduate
46.5;0.0;0.0;24.0;36.0;24.0;22.5;4.5875;2.0;Graduate
0.0;0.0;0.0;21.0;19.5;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;18.0;15.0;0.0;0.0;0.225;2.0;Graduate
60.0;0.0;0.0;28.5;31.5;28.5;31.5;6.99;2.0;Graduate
64.5;0.0;0.0;28.5;18.0;28.5;18.0;6.211111111111111;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.359999999999999;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.12;2.0;Graduate
36.0;0.0;0.0;25.5;36.0;10.5;25.5;4.358333333333333;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.1;1.0;Enrolled
60.0;0.0;0.0;20.0;20.0;20.0;20.0;8.554545454545455;2.0;Graduate
0.0;0.0;0.0;9.0;12.0;0.0;0.0;0.21666666666666667;2.0;Graduate
60.0;0.0;0.0;18.0;15.0;18.0;15.0;6.875;1.0;Enrolled
60.0;0.0;0.0;32.0;32.0;32.0;28.0;8.573333333333332;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.858333333333333;2.0;Graduate
50.0;0.0;0.0;30.0;30.0;25.0;25.0;5.3;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.188888888888889;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.044444444444444;2.0;Graduate
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.94;2.0;Graduate
6.0;0.0;0.0;24.0;18.0;6.0;0.0;1.9000000000000001;0.0;Dropout
32.0;0.0;0.0;9.0;12.0;9.0;5.0;5.175;1.0;Enrolled
60.0;0.0;0.0;18.0;24.0;18.0;24.0;5.7444444444444445;2.0;Graduate
57.75;0.0;0.0;35.25;22.5;35.25;22.5;7.720000000000001;2.0;Graduate
60.0;6.0;0.0;30.0;30.0;30.0;30.0;5.491666666666667;1.0;Enrolled
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;1.0;Enrolled
33.0;0.0;0.0;30.0;30.0;15.0;18.0;4.388888888888889;1.0;Enrolled
36.0;0.0;0.0;15.0;25.5;15.0;21.0;5.414285714285714;2.0;Graduate
39.0;0.0;0.0;24.0;18.0;12.0;18.0;3.811111111111111;1.0;Enrolled
31.5;0.0;0.0;7.5;24.0;7.5;24.0;5.1;2.0;Graduate
54.0;0.0;0.0;22.5;19.5;16.5;19.5;5.84;2.0;Graduate
0.0;0.0;0.0;18.0;15.0;0.0;0.0;5.7375;1.0;Enrolled
21.0;0.0;0.0;30.0;30.0;21.0;0.0;8.566666666666668;2.0;Graduate
18.0;0.0;0.0;18.0;12.0;12.0;6.0;3.6;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;8.585714285714285;2.0;Graduate
48.0;0.0;0.0;24.0;18.0;18.0;12.0;5.288888888888889;1.0;Enrolled
60.0;0.0;0.0;22.5;19.5;22.5;19.5;6.26;1.0;Enrolled
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
31.5;0.0;0.0;16.5;22.5;16.5;6.0;4.225;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;5.777777777777778;2.0;Graduate
43.5;0.0;0.0;40.5;28.5;34.5;9.0;4.45;1.0;Enrolled
22.5;0.0;0.0;18.0;4.5;18.0;4.5;7.475;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;8.36;2.0;Graduate
51.0;124.5;0.0;12.0;48.0;12.0;39.0;5.864705882352942;2.0;Graduate
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.0;2.0;Graduate
39.0;0.0;0.0;9.0;30.0;9.0;30.0;5.0;1.0;Enrolled
0.0;0.0;0.0;18.0;24.0;0.0;0.0;0.0;0.0;Dropout
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
25.5;0.0;0.0;27.0;33.0;16.5;9.0;3.9200000000000004;1.0;Enrolled
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.12;2.0;Graduate
57.0;0.0;0.0;28.5;33.0;24.0;33.0;6.5249999999999995;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
0.0;0.0;0.0;6.0;15.0;0.0;0.0;0.0;2.0;Graduate
21.0;0.0;0.0;10.0;11.0;10.0;11.0;8.26;0.0;Dropout
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;18.0;22.5;18.0;22.5;8.454545454545455;2.0;Graduate
60.0;0.0;9.0;39.0;21.0;39.0;12.0;8.3;2.0;Graduate
0.0;0.0;0.0;16.5;31.5;0.0;0.0;2.085714285714286;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;7.033333333333333;1.0;Enrolled
36.0;6.0;0.0;18.0;18.0;18.0;18.0;6.85;2.0;Graduate
15.0;0.0;0.0;24.0;18.0;0.0;6.0;2.411111111111111;1.0;Enrolled
0.0;0.0;0.0;9.0;12.0;0.0;0.0;0.0;1.0;Enrolled
60.0;0.0;0.0;9.0;6.0;9.0;6.0;7.24;2.0;Graduate
0.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0;2.0;Graduate
43.5;0.0;0.0;36.0;24.0;24.0;19.5;5.071428571428571;2.0;Graduate
55.5;0.0;0.0;30.0;30.0;30.0;25.5;6.616666666666667;2.0;Graduate
60.0;0.0;0.0;9.0;12.0;9.0;12.0;7.7875;2.0;Graduate
27.0;0.0;0.0;18.0;15.0;12.0;6.0;4.6;1.0;Enrolled
60.0;0.0;0.0;18.0;15.0;18.0;15.0;5.199999999999999;0.0;Dropout
60.0;0.0;0.0;30.0;30.0;30.0;30.0;6.166666666666667;2.0;Graduate
60.0;0.0;0.0;9.0;6.0;9.0;6.0;8.58;2.0;Graduate
0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;0.0;Dropout
33.0;0.0;0.0;15.0;18.0;15.0;18.0;5.4399999999999995;2.0;Graduate
18.0;0.0;0.0;30.0;30.0;6.0;12.0;3.611111111111111;1.0;Enrolled
0.0;0.0;0.0;24.0;18.0;0.0;0.0;0.0;2.0;Graduate
60.0;0.0;0.0;24.0;36.0;24.0;36.0;8.16;2.0;Graduate
24.0;0.0;0.0;6.0;6.0;6.0;6.0;8.033333333333333;2.0;Graduate
